,country,year,fert,pop,life,continent
0,Afghanistan,1800,7.0,3280000.0,28.21,Asia
1,Afghanistan,1810,7.0,3280000.0,28.11,Asia
2,Afghanistan,1820,7.0,3323519.0,28.01,Asia
3,Afghanistan,1830,7.0,3448982.0,27.9,Asia
4,Afghanistan,1840,7.0,3625022.0,27.8,Asia
5,Afghanistan,1850,7.0,3810047.0,27.7,Asia
6,Afghanistan,1860,7.0,3973968.0,27.6,Asia
7,Afghanistan,1870,7.0,4169690.0,27.49,Asia
8,Afghanistan,1880,7.0,4419695.0,27.39,Asia
9,Afghanistan,1890,7.0,4710171.0,27.29,Asia
10,Afghanistan,1900,7.0,5021241.0,27.19,Asia
11,Afghanistan,1910,7.0,5351413.0,27.08,Asia
12,Afghanistan,1920,7.0,5813814.0,26.98,Asia
13,Afghanistan,1930,7.14,6394908.0,26.88,Asia
14,Afghanistan,1940,7.4,7034081.0,26.78,Asia
15,Afghanistan,1950,7.67,7752118.0,26.85,Asia
16,Afghanistan,1951,7.67,7839426.0,27.13,Asia
17,Afghanistan,1952,7.67,7934798.0,27.67,Asia
18,Afghanistan,1953,7.67,8038312.0,28.19,Asia
19,Afghanistan,1954,7.67,8150037.0,28.73,Asia
20,Afghanistan,1955,7.67,8270024.0,29.27,Asia
21,Afghanistan,1956,7.67,8398309.0,29.8,Asia
22,Afghanistan,1957,7.67,8534913.0,30.34,Asia
23,Afghanistan,1958,7.67,8679848.0,30.86,Asia
24,Afghanistan,1959,7.67,8833127.0,31.4,Asia
25,Afghanistan,1960,7.67,8994793.0,31.94,Asia
26,Afghanistan,1961,7.67,9164945.0,32.47,Asia
27,Afghanistan,1962,7.67,9343772.0,33.01,Asia
28,Afghanistan,1963,7.67,9531555.0,33.53,Asia
29,Afghanistan,1964,7.67,9728645.0,34.07,Asia
30,Afghanistan,1965,7.67,9935358.0,34.6,Asia
31,Afghanistan,1966,7.67,10148841.0,35.13,Asia
32,Afghanistan,1967,7.67,10368600.0,35.66,Asia
33,Afghanistan,1968,7.67,10599790.0,36.17,Asia
34,Afghanistan,1969,7.67,10849510.0,36.69,Asia
35,Afghanistan,1970,7.67,11121097.0,37.2,Asia
36,Afghanistan,1971,7.67,11412821.0,37.7,Asia
37,Afghanistan,1972,7.67,11716896.0,38.19,Asia
38,Afghanistan,1973,7.67,12022514.0,38.67,Asia
39,Afghanistan,1974,7.67,12315553.0,39.14,Asia
40,Afghanistan,1975,7.67,12582954.0,39.61,Asia
41,Afghanistan,1976,7.67,12831361.0,40.07,Asia
42,Afghanistan,1977,7.67,13056499.0,40.53,Asia
43,Afghanistan,1978,7.67,13222547.0,40.98,Asia
44,Afghanistan,1979,7.67,13283279.0,41.46,Asia
45,Afghanistan,1980,7.67,13211412.0,41.96,Asia
46,Afghanistan,1981,7.67,12996923.0,42.51,Asia
47,Afghanistan,1982,7.67,12667001.0,43.11,Asia
48,Afghanistan,1983,7.67,12279095.0,43.75,Asia
49,Afghanistan,1984,7.68,11912510.0,44.45,Asia
50,Afghanistan,1985,7.68,11630498.0,45.21,Asia
51,Afghanistan,1986,7.68,11438949.0,46.02,Asia
52,Afghanistan,1987,7.68,11337932.0,46.87,Asia
53,Afghanistan,1988,7.68,11375768.0,47.74,Asia
54,Afghanistan,1989,7.68,11608351.0,48.62,Asia
55,Afghanistan,1990,7.69,12067570.0,49.5,Asia
56,Afghanistan,1991,7.7,12789374.0,49.3,Asia
57,Afghanistan,1992,7.73,13745630.0,49.4,Asia
58,Afghanistan,1993,7.76,14824371.0,49.5,Asia
59,Afghanistan,1994,7.8,15869967.0,48.9,Asia
60,Afghanistan,1995,7.83,16772522.0,49.4,Asia
61,Afghanistan,1996,7.86,17481800.0,49.7,Asia
62,Afghanistan,1997,7.87,18034130.0,49.5,Asia
63,Afghanistan,1998,7.85,18511480.0,48.6,Asia
64,Afghanistan,1999,7.81,19038420.0,50.0,Asia
65,Afghanistan,2000,7.73,19701940.0,50.1,Asia
66,Afghanistan,2001,7.62,20531160.0,50.4,Asia
67,Afghanistan,2002,7.48,21487079.0,51.0,Asia
68,Afghanistan,2003,7.32,22507368.0,51.4,Asia
69,Afghanistan,2004,7.14,23499850.0,51.8,Asia
70,Afghanistan,2005,6.93,24399948.0,52.0,Asia
71,Afghanistan,2006,6.7,25183615.0,52.1,Asia
72,Afghanistan,2007,6.46,25877544.0,52.4,Asia
73,Afghanistan,2008,6.2,26528741.0,52.8,Asia
74,Afghanistan,2009,5.93,27207291.0,53.3,Asia
75,Afghanistan,2010,5.66,27962207.0,53.6,Asia
76,Afghanistan,2011,5.4,28809167.0,54.0,Asia
77,Afghanistan,2012,5.14,29726803.0,54.4,Asia
78,Afghanistan,2013,4.9,30682500.0,54.8,Asia
79,Afghanistan,2014,4.68,31627506.0,54.9,Asia
80,Afghanistan,2015,4.47,32526562.0,53.8,Asia
81,Albania,1800,4.6,410445.0,35.4,Europe
82,Albania,1810,4.6,423591.0,35.4,Europe
83,Albania,1820,4.6,438671.0,35.4,Europe
84,Albania,1830,4.6,457234.0,35.4,Europe
85,Albania,1840,4.6,478227.0,35.4,Europe
86,Albania,1850,4.6,506889.0,35.4,Europe
87,Albania,1860,4.6,552800.0,35.4,Europe
88,Albania,1870,4.6,610036.0,35.4,Europe
89,Albania,1880,4.6,672544.0,35.4,Europe
90,Albania,1890,4.6,741688.0,35.4,Europe
91,Albania,1900,4.6,819950.0,35.4,Europe
92,Albania,1910,4.6,901122.0,35.4,Europe
93,Albania,1920,4.6,963956.0,35.4,Europe
94,Albania,1930,3.72,1015991.0,36.29,Europe
95,Albania,1940,4.19,1123210.0,42.0,Europe
96,Albania,1950,5.8,1263171.0,54.48,Europe
97,Albania,1951,5.9,1287499.0,54.72,Europe
98,Albania,1952,6.07,1316086.0,55.23,Europe
99,Albania,1953,6.21,1348097.0,55.85,Europe
100,Albania,1954,6.31,1382881.0,56.59,Europe
101,Albania,1955,6.37,1419969.0,57.45,Europe
102,Albania,1956,6.4,1459089.0,58.42,Europe
103,Albania,1957,6.39,1500152.0,59.48,Europe
104,Albania,1958,6.35,1543224.0,60.6,Europe
105,Albania,1959,6.28,1588478.0,61.75,Europe
106,Albania,1960,6.19,1636054.0,62.87,Europe
107,Albania,1961,6.08,1685901.0,63.92,Europe
108,Albania,1962,5.96,1737645.0,64.84,Europe
109,Albania,1963,5.83,1790533.0,65.6,Europe
110,Albania,1964,5.71,1843596.0,66.18,Europe
111,Albania,1965,5.59,1896125.0,66.59,Europe
112,Albania,1966,5.48,1947786.0,66.88,Europe
113,Albania,1967,5.38,1998695.0,67.11,Europe
114,Albania,1968,5.27,2049147.0,67.32,Europe
115,Albania,1969,5.16,2099657.0,67.55,Europe
116,Albania,1970,5.05,2150602.0,67.83,Europe
117,Albania,1971,4.93,2202040.0,68.16,Europe
118,Albania,1972,4.81,2253842.0,68.53,Europe
119,Albania,1973,4.68,2305999.0,68.93,Europe
120,Albania,1974,4.54,2358467.0,69.35,Europe
121,Albania,1975,4.39,2411229.0,69.77,Europe
122,Albania,1976,4.24,2464338.0,70.17,Europe
123,Albania,1977,4.09,2517869.0,70.54,Europe
124,Albania,1978,3.95,2571845.0,70.86,Europe
125,Albania,1979,3.81,2626290.0,71.14,Europe
126,Albania,1980,3.68,2681245.0,71.39,Europe
127,Albania,1981,3.56,2735329.0,71.63,Europe
128,Albania,1982,3.46,2788315.0,71.88,Europe
129,Albania,1983,3.37,2842620.0,72.15,Europe
130,Albania,1984,3.3,2901590.0,72.42,Europe
131,Albania,1985,3.23,2966799.0,72.71,Europe
132,Albania,1986,3.18,3041003.0,72.96,Europe
133,Albania,1987,3.13,3121336.0,73.14,Europe
134,Albania,1988,3.08,3197064.0,73.25,Europe
135,Albania,1989,3.02,3253659.0,73.3,Europe
136,Albania,1990,2.97,3281453.0,73.3,Europe
137,Albania,1991,2.92,3275438.0,73.4,Europe
138,Albania,1992,2.87,3240613.0,73.6,Europe
139,Albania,1993,2.82,3189623.0,73.6,Europe
140,Albania,1994,2.77,3140634.0,73.6,Europe
141,Albania,1995,2.72,3106727.0,73.7,Europe
142,Albania,1996,2.67,3092034.0,73.8,Europe
143,Albania,1997,2.61,3092471.0,74.1,Europe
144,Albania,1998,2.54,3102898.0,74.2,Europe
145,Albania,1999,2.47,3114851.0,74.2,Europe
146,Albania,2000,2.38,3121965.0,74.7,Europe
147,Albania,2001,2.29,3124093.0,75.1,Europe
148,Albania,2002,2.2,3123112.0,75.5,Europe
149,Albania,2003,2.1,3117045.0,75.7,Europe
150,Albania,2004,2.0,3103758.0,75.9,Europe
151,Albania,2005,1.92,3082172.0,76.2,Europe
152,Albania,2006,1.85,3050741.0,76.4,Europe
153,Albania,2007,1.8,3010849.0,76.6,Europe
154,Albania,2008,1.76,2968026.0,76.8,Europe
155,Albania,2009,1.74,2929886.0,77.0,Europe
156,Albania,2010,1.74,2901883.0,77.2,Europe
157,Albania,2011,1.75,2886010.0,77.4,Europe
158,Albania,2012,1.76,2880667.0,77.5,Europe
159,Albania,2013,1.77,2883281.0,77.7,Europe
160,Albania,2014,1.78,2889676.0,77.9,Europe
161,Albania,2015,1.78,2896679.0,78.0,Europe
162,Algeria,1800,6.99,2503218.0,28.82,Africa
163,Algeria,1810,6.99,2595056.0,28.82,Africa
164,Algeria,1820,6.99,2713079.0,28.82,Africa
165,Algeria,1830,6.99,2880355.0,28.82,Africa
166,Algeria,1840,6.99,3082721.0,28.82,Africa
167,Algeria,1850,6.99,3299305.0,15.0,Africa
168,Algeria,1860,6.99,3536468.0,28.82,Africa
169,Algeria,1870,6.99,3811028.0,22.0,Africa
170,Algeria,1880,6.99,4143163.0,28.82,Africa
171,Algeria,1890,6.99,4525691.0,28.82,Africa
172,Algeria,1900,6.99,4946166.0,28.86,Africa
173,Algeria,1910,6.99,5404045.0,30.79,Africa
174,Algeria,1920,6.99,6063800.0,27.5,Africa
175,Algeria,1930,7.12,6876190.0,31.14,Africa
176,Algeria,1940,7.39,7797418.0,33.72,Africa
177,Algeria,1950,7.65,8872247.0,42.77,Africa
178,Algeria,1951,7.65,9039913.0,43.03,Africa
179,Algeria,1952,7.65,9216395.0,43.5,Africa
180,Algeria,1953,7.65,9405445.0,43.96,Africa
181,Algeria,1954,7.65,9609507.0,44.44,Africa
182,Algeria,1955,7.65,9829717.0,44.93,Africa
183,Algeria,1956,7.65,10065829.0,45.44,Africa
184,Algeria,1957,7.65,10316288.0,45.94,Africa
185,Algeria,1958,7.65,10578453.0,46.45,Africa
186,Algeria,1959,7.65,10848971.0,46.97,Africa
187,Algeria,1960,7.65,11124892.0,47.5,Africa
188,Algeria,1961,7.65,11404859.0,48.02,Africa
189,Algeria,1962,7.65,11690152.0,48.55,Africa
190,Algeria,1963,7.65,11985130.0,49.07,Africa
191,Algeria,1964,7.65,12295973.0,49.58,Africa
192,Algeria,1965,7.66,12626953.0,50.09,Africa
193,Algeria,1966,7.66,12980269.0,50.58,Africa
194,Algeria,1967,7.66,13354197.0,51.05,Africa
195,Algeria,1968,7.66,13744383.0,51.49,Africa
196,Algeria,1969,7.65,14144437.0,51.95,Africa
197,Algeria,1970,7.64,14550033.0,52.41,Africa
198,Algeria,1971,7.62,14960111.0,52.88,Africa
199,Algeria,1972,7.59,15377095.0,53.38,Africa
200,Algeria,1973,7.55,15804428.0,53.91,Africa
201,Algeria,1974,7.49,16247113.0,54.52,Africa
202,Algeria,1975,7.42,16709098.0,55.24,Africa
203,Algeria,1976,7.34,17190236.0,56.11,Africa
204,Algeria,1977,7.24,17690184.0,57.13,Africa
205,Algeria,1978,7.14,18212331.0,58.28,Africa
206,Algeria,1979,7.02,18760761.0,59.56,Africa
207,Algeria,1980,6.89,19337723.0,60.92,Africa
208,Algeria,1981,6.74,19943667.0,62.31,Africa
209,Algeria,1982,6.58,20575701.0,63.69,Africa
210,Algeria,1983,6.39,21228288.0,64.97,Africa
211,Algeria,1984,6.19,21893857.0,66.15,Africa
212,Algeria,1985,5.98,22565908.0,67.18,Africa
213,Algeria,1986,5.75,23241276.0,68.04,Africa
214,Algeria,1987,5.51,23917889.0,68.75,Africa
215,Algeria,1988,5.26,24591493.0,69.33,Africa
216,Algeria,1989,5.01,25257671.0,69.81,Africa
217,Algeria,1990,4.76,25912364.0,70.2,Africa
218,Algeria,1991,4.5,26554277.0,70.5,Africa
219,Algeria,1992,4.24,27180921.0,70.9,Africa
220,Algeria,1993,3.97,27785977.0,71.2,Africa
221,Algeria,1994,3.71,28362015.0,71.4,Africa
222,Algeria,1995,3.45,28904300.0,71.6,Africa
223,Algeria,1996,3.21,29411839.0,72.1,Africa
224,Algeria,1997,2.99,29887717.0,72.4,Africa
225,Algeria,1998,2.79,30336880.0,72.6,Africa
226,Algeria,1999,2.63,30766551.0,73.0,Africa
227,Algeria,2000,2.51,31183658.0,73.3,Africa
228,Algeria,2001,2.44,31590320.0,73.5,Africa
229,Algeria,2002,2.41,31990387.0,73.8,Africa
230,Algeria,2003,2.41,32394886.0,73.9,Africa
231,Algeria,2004,2.45,32817225.0,74.4,Africa
232,Algeria,2005,2.51,33267887.0,74.8,Africa
233,Algeria,2006,2.58,33749328.0,75.0,Africa
234,Algeria,2007,2.66,34261971.0,75.3,Africa
235,Algeria,2008,2.73,34811059.0,75.5,Africa
236,Algeria,2009,2.78,35401790.0,75.7,Africa
237,Algeria,2010,2.82,36036159.0,76.0,Africa
238,Algeria,2011,2.83,36717132.0,76.1,Africa
239,Algeria,2012,2.82,37439427.0,76.2,Africa
240,Algeria,2013,2.8,38186135.0,76.3,Africa
241,Algeria,2014,2.76,38934334.0,76.3,Africa
242,Algeria,2015,2.71,39666519.0,76.4,Africa
243,Angola,1800,6.93,1567028.0,26.98,Africa
244,Angola,1810,6.94,1567028.0,26.98,Africa
245,Angola,1820,6.94,1597530.0,26.98,Africa
246,Angola,1830,6.95,1686390.0,26.98,Africa
247,Angola,1840,6.96,1813100.0,26.98,Africa
248,Angola,1850,6.97,1949329.0,26.98,Africa
249,Angola,1860,6.97,2110747.0,26.98,Africa
250,Angola,1870,6.98,2285417.0,26.98,Africa
251,Angola,1880,6.99,2473597.0,26.98,Africa
252,Angola,1890,6.99,2677047.0,26.98,Africa
253,Angola,1900,7.0,2898155.0,26.98,Africa
254,Angola,1910,7.01,3136718.0,26.98,Africa
255,Angola,1920,7.02,3387663.0,26.98,Africa
256,Angola,1930,7.0,3642200.0,26.98,Africa
257,Angola,1940,6.96,3920011.0,26.98,Africa
258,Angola,1950,6.93,4354882.0,30.7,Africa
259,Angola,1951,6.94,4439705.0,31.05,Africa
260,Angola,1952,6.98,4529381.0,31.59,Africa
261,Angola,1953,7.02,4621691.0,32.14,Africa
262,Angola,1954,7.06,4714970.0,32.69,Africa
263,Angola,1955,7.1,4808114.0,33.24,Africa
264,Angola,1956,7.14,4900594.0,33.78,Africa
265,Angola,1957,7.19,4992439.0,34.33,Africa
266,Angola,1958,7.23,5084166.0,34.88,Africa
267,Angola,1959,7.28,5176662.0,35.43,Africa
268,Angola,1960,7.32,5270844.0,35.98,Africa
269,Angola,1961,7.35,5367287.0,36.53,Africa
270,Angola,1962,7.39,5465905.0,37.08,Africa
271,Angola,1963,7.41,5565808.0,37.63,Africa
272,Angola,1964,7.43,5665701.0,38.18,Africa
273,Angola,1965,7.43,5765025.0,38.74,Africa
274,Angola,1966,7.42,5863568.0,39.28,Africa
275,Angola,1967,7.4,5962831.0,39.84,Africa
276,Angola,1968,7.38,6066094.0,40.39,Africa
277,Angola,1969,7.34,6177703.0,40.95,Africa
278,Angola,1970,7.3,6300969.0,41.5,Africa
279,Angola,1971,7.26,6437645.0,42.06,Africa
280,Angola,1972,7.23,6587647.0,42.62,Africa
281,Angola,1973,7.21,6750215.0,43.17,Africa
282,Angola,1974,7.19,6923749.0,43.71,Africa
283,Angola,1975,7.19,7107334.0,44.22,Africa
284,Angola,1976,7.19,7299508.0,44.68,Africa
285,Angola,1977,7.19,7501320.0,45.12,Africa
286,Angola,1978,7.19,7717139.0,45.5,Africa
287,Angola,1979,7.2,7952882.0,45.84,Africa
288,Angola,1980,7.2,8211950.0,46.14,Africa
289,Angola,1981,7.2,8497950.0,46.42,Africa
290,Angola,1982,7.2,8807511.0,46.69,Africa
291,Angola,1983,7.21,9128655.0,46.96,Africa
292,Angola,1984,7.21,9444918.0,47.23,Africa
293,Angola,1985,7.21,9745209.0,47.5,Africa
294,Angola,1986,7.21,10023700.0,47.75,Africa
295,Angola,1987,7.2,10285712.0,47.99,Africa
296,Angola,1988,7.19,10544904.0,48.2,Africa
297,Angola,1989,7.18,10820992.0,48.4,Africa
298,Angola,1990,7.17,11127870.0,48.6,Africa
299,Angola,1991,7.14,11472173.0,49.3,Africa
300,Angola,1992,7.12,11848971.0,49.6,Africa
301,Angola,1993,7.09,12246786.0,48.4,Africa
302,Angola,1994,7.05,12648483.0,50.0,Africa
303,Angola,1995,7.02,13042666.0,50.9,Africa
304,Angola,1996,6.98,13424813.0,51.3,Africa
305,Angola,1997,6.95,13801868.0,51.7,Africa
306,Angola,1998,6.91,14187710.0,51.8,Africa
307,Angola,1999,6.88,14601983.0,51.8,Africa
308,Angola,2000,6.84,15058638.0,52.3,Africa
309,Angola,2001,6.81,15562791.0,52.5,Africa
310,Angola,2002,6.78,16109696.0,53.3,Africa
311,Angola,2003,6.74,16691395.0,53.9,Africa
312,Angola,2004,6.7,17295500.0,54.5,Africa
313,Angola,2005,6.66,17912942.0,55.2,Africa
314,Angola,2006,6.6,18541467.0,55.7,Africa
315,Angola,2007,6.52,19183907.0,56.2,Africa
316,Angola,2008,6.43,19842251.0,56.7,Africa
317,Angola,2009,6.33,20520103.0,57.1,Africa
318,Angola,2010,6.22,21219954.0,57.6,Africa
319,Angola,2011,6.1,21942296.0,58.1,Africa
320,Angola,2012,5.98,22685632.0,58.5,Africa
321,Angola,2013,5.86,23448202.0,58.8,Africa
322,Angola,2014,5.75,24227524.0,59.2,Africa
323,Angola,2015,5.65,25021974.0,59.6,Africa
324,Antigua and Barbuda,1800,5.0,37000.0,33.54,North America
325,Antigua and Barbuda,1810,4.96,37000.0,33.54,North America
326,Antigua and Barbuda,1820,4.93,37000.0,33.54,North America
327,Antigua and Barbuda,1830,4.89,37000.0,33.54,North America
328,Antigua and Barbuda,1840,4.85,37000.0,33.54,North America
329,Antigua and Barbuda,1850,4.82,37000.0,33.54,North America
330,Antigua and Barbuda,1860,4.78,36532.0,33.54,North America
331,Antigua and Barbuda,1870,4.74,35546.0,33.54,North America
332,Antigua and Barbuda,1880,4.7,35222.0,33.54,North America
333,Antigua and Barbuda,1890,4.67,36286.0,33.54,North America
334,Antigua and Barbuda,1900,4.63,34925.0,33.54,North America
335,Antigua and Barbuda,1910,4.59,32119.0,33.54,North America
336,Antigua and Barbuda,1920,4.56,30000.0,33.54,North America
337,Antigua and Barbuda,1930,4.52,33647.0,40.98,North America
338,Antigua and Barbuda,1940,4.48,38495.0,49.26,North America
339,Antigua and Barbuda,1950,4.45,46301.0,57.97,North America
340,Antigua and Barbuda,1951,4.46,48306.0,58.26,North America
341,Antigua and Barbuda,1952,4.5,49887.0,58.8,North America
342,Antigua and Barbuda,1953,4.52,51092.0,59.34,North America
343,Antigua and Barbuda,1954,4.53,51979.0,59.87,North America
344,Antigua and Barbuda,1955,4.53,52611.0,60.41,North America
345,Antigua and Barbuda,1956,4.53,53062.0,60.93,North America
346,Antigua and Barbuda,1957,4.51,53411.0,61.45,North America
347,Antigua and Barbuda,1958,4.49,53744.0,61.97,North America
348,Antigua and Barbuda,1959,4.46,54143.0,62.48,North America
349,Antigua and Barbuda,1960,4.43,54681.0,62.97,North America
350,Antigua and Barbuda,1961,4.39,55403.0,63.46,North America
351,Antigua and Barbuda,1962,4.34,56311.0,63.93,North America
352,Antigua and Barbuda,1963,4.3,57368.0,64.38,North America
353,Antigua and Barbuda,1964,4.25,58500.0,64.81,North America
354,Antigua and Barbuda,1965,4.19,59653.0,65.23,North America
355,Antigua and Barbuda,1966,4.13,60818.0,65.63,North America
356,Antigua and Barbuda,1967,4.04,62002.0,66.03,North America
357,Antigua and Barbuda,1968,3.94,63176.0,66.41,North America
358,Antigua and Barbuda,1969,3.82,64307.0,66.81,North America
359,Antigua and Barbuda,1970,3.68,65369.0,67.19,North America
360,Antigua and Barbuda,1971,3.52,66338.0,67.56,North America
361,Antigua and Barbuda,1972,3.33,67205.0,67.94,North America
362,Antigua and Barbuda,1973,3.12,67972.0,68.3,North America
363,Antigua and Barbuda,1974,2.91,68655.0,68.64,North America
364,Antigua and Barbuda,1975,2.7,69253.0,68.99,North America
365,Antigua and Barbuda,1976,2.51,69782.0,69.32,North America
366,Antigua and Barbuda,1977,2.36,70223.0,69.64,North America
367,Antigua and Barbuda,1978,2.24,70508.0,69.96,North America
368,Antigua and Barbuda,1979,2.16,70553.0,70.28,North America
369,Antigua and Barbuda,1980,2.12,70301.0,70.59,North America
370,Antigua and Barbuda,1981,2.1,69750.0,70.9,North America
371,Antigua and Barbuda,1982,2.1,68950.0,71.22,North America
372,Antigua and Barbuda,1983,2.1,67958.0,71.52,North America
373,Antigua and Barbuda,1984,2.1,66863.0,71.82,North America
374,Antigua and Barbuda,1985,2.09,65744.0,72.13,North America
375,Antigua and Barbuda,1986,2.08,64605.0,72.42,North America
376,Antigua and Barbuda,1987,2.07,63484.0,72.7,North America
377,Antigua and Barbuda,1988,2.06,62538.0,72.97,North America
378,Antigua and Barbuda,1989,2.06,61967.0,73.24,North America
379,Antigua and Barbuda,1990,2.06,61906.0,73.5,North America
380,Antigua and Barbuda,1991,2.07,62412.0,73.6,North America
381,Antigua and Barbuda,1992,2.1,63434.0,73.5,North America
382,Antigua and Barbuda,1993,2.13,64868.0,73.4,North America
383,Antigua and Barbuda,1994,2.17,66550.0,73.4,North America
384,Antigua and Barbuda,1995,2.21,68349.0,73.5,North America
385,Antigua and Barbuda,1996,2.25,70245.0,73.5,North America
386,Antigua and Barbuda,1997,2.28,72232.0,73.9,North America
387,Antigua and Barbuda,1998,2.3,74206.0,74.1,North America
388,Antigua and Barbuda,1999,2.32,76041.0,74.0,North America
389,Antigua and Barbuda,2000,2.32,77648.0,73.8,North America
390,Antigua and Barbuda,2001,2.31,78972.0,74.1,North America
391,Antigua and Barbuda,2002,2.29,80030.0,74.3,North America
392,Antigua and Barbuda,2003,2.27,80904.0,74.5,North America
393,Antigua and Barbuda,2004,2.25,81718.0,74.6,North America
394,Antigua and Barbuda,2005,2.22,82565.0,74.9,North America
395,Antigua and Barbuda,2006,2.2,83467.0,74.9,North America
396,Antigua and Barbuda,2007,2.18,84397.0,75.3,North America
397,Antigua and Barbuda,2008,2.16,85350.0,75.5,North America
398,Antigua and Barbuda,2009,2.15,86300.0,75.7,North America
399,Antigua and Barbuda,2010,2.13,87233.0,75.8,North America
400,Antigua and Barbuda,2011,2.12,88152.0,75.9,North America
401,Antigua and Barbuda,2012,2.1,89069.0,76.1,North America
402,Antigua and Barbuda,2013,2.09,89985.0,76.2,North America
403,Antigua and Barbuda,2014,2.08,90900.0,76.3,North America
404,Antigua and Barbuda,2015,2.06,91818.0,76.4,North America
405,Argentina,1800,6.8,534000.0,33.2,South America
406,Argentina,1810,6.8,534000.0,33.2,South America
407,Argentina,1820,6.8,570719.0,33.2,South America
408,Argentina,1830,6.8,686703.0,33.2,South America
409,Argentina,1840,6.8,873747.0,33.2,South America
410,Argentina,1850,6.8,1113189.0,33.2,South America
411,Argentina,1860,6.8,1421333.0,33.2,South America
412,Argentina,1870,6.73,1856886.0,33.2,South America
413,Argentina,1880,6.56,2493156.0,33.1,South America
414,Argentina,1890,5.99,3402273.0,34.0,South America
415,Argentina,1900,5.95,4756635.0,36.8,South America
416,Argentina,1910,5.41,6852668.0,43.5,South America
417,Argentina,1920,4.86,8884894.0,50.2,South America
418,Argentina,1930,4.07,11898249.0,54.3,South America
419,Argentina,1940,3.43,14200813.0,59.1,South America
420,Argentina,1950,3.16,17150335.0,61.61,South America
421,Argentina,1951,3.16,17507132.0,61.93,South America
422,Argentina,1952,3.16,17866097.0,62.54,South America
423,Argentina,1953,3.15,18224150.0,63.1,South America
424,Argentina,1954,3.15,18579041.0,63.59,South America
425,Argentina,1955,3.14,18929350.0,64.03,South America
426,Argentina,1956,3.14,19274526.0,64.41,South America
427,Argentina,1957,3.13,19614848.0,64.73,South America
428,Argentina,1958,3.12,19951326.0,65.0,South America
429,Argentina,1959,3.12,20285530.0,65.22,South America
430,Argentina,1960,3.11,20619075.0,65.39,South America
431,Argentina,1961,3.1,20953079.0,65.53,South America
432,Argentina,1962,3.09,21287682.0,65.64,South America
433,Argentina,1963,3.08,21621845.0,65.74,South America
434,Argentina,1964,3.07,21953926.0,65.84,South America
435,Argentina,1965,3.06,22283389.0,65.95,South America
436,Argentina,1966,3.05,22608747.0,66.08,South America
437,Argentina,1967,3.05,22932201.0,66.26,South America
438,Argentina,1968,3.05,23261273.0,66.47,South America
439,Argentina,1969,3.06,23605992.0,66.72,South America
440,Argentina,1970,3.07,23973062.0,67.01,South America
441,Argentina,1971,3.1,24366442.0,67.32,South America
442,Argentina,1972,3.15,24782950.0,67.64,South America
443,Argentina,1973,3.2,25213388.0,67.96,South America
444,Argentina,1974,3.26,25644505.0,68.28,South America
445,Argentina,1975,3.32,26066975.0,68.6,South America
446,Argentina,1976,3.37,26477153.0,68.92,South America
447,Argentina,1977,3.39,26878567.0,69.24,South America
448,Argentina,1978,3.39,27277742.0,69.57,South America
449,Argentina,1979,3.37,27684530.0,69.89,South America
450,Argentina,1980,3.33,28105889.0,70.2,South America
451,Argentina,1981,3.27,28543366.0,70.51,South America
452,Argentina,1982,3.21,28993989.0,70.78,South America
453,Argentina,1983,3.16,29454739.0,71.04,South America
454,Argentina,1984,3.12,29920907.0,71.26,South America
455,Argentina,1985,3.09,30388781.0,71.46,South America
456,Argentina,1986,3.07,30857242.0,71.66,South America
457,Argentina,1987,3.06,31326473.0,71.84,South America
458,Argentina,1988,3.04,31795515.0,72.05,South America
459,Argentina,1989,3.02,32263559.0,72.26,South America
460,Argentina,1990,2.99,32729740.0,72.5,South America
461,Argentina,1991,2.96,33193920.0,72.7,South America
462,Argentina,1992,2.92,33655149.0,72.8,South America
463,Argentina,1993,2.88,34110912.0,73.1,South America
464,Argentina,1994,2.83,34558114.0,73.4,South America
465,Argentina,1995,2.77,34994818.0,73.5,South America
466,Argentina,1996,2.72,35419683.0,73.5,South America
467,Argentina,1997,2.66,35833965.0,73.6,South America
468,Argentina,1998,2.6,36241578.0,73.8,South America
469,Argentina,1999,2.54,36648054.0,73.9,South America
470,Argentina,2000,2.48,37057453.0,74.2,South America
471,Argentina,2001,2.42,37471535.0,74.3,South America
472,Argentina,2002,2.38,37889443.0,74.3,South America
473,Argentina,2003,2.34,38309475.0,74.5,South America
474,Argentina,2004,2.31,38728778.0,75.0,South America
475,Argentina,2005,2.29,39145491.0,75.3,South America
476,Argentina,2006,2.27,39558750.0,75.3,South America
477,Argentina,2007,2.25,39969903.0,75.2,South America
478,Argentina,2008,2.24,40381860.0,75.4,South America
479,Argentina,2009,2.23,40798641.0,75.6,South America
480,Argentina,2010,2.22,41222875.0,75.8,South America
481,Argentina,2011,2.2,41655616.0,76.0,South America
482,Argentina,2012,2.19,42095224.0,76.1,South America
483,Argentina,2013,2.18,42538304.0,76.2,South America
484,Argentina,2014,2.16,42980026.0,76.3,South America
485,Argentina,2015,2.15,43416755.0,76.5,South America
486,Armenia,1800,7.8,413326.0,34.0,Europe
487,Armenia,1810,7.83,413326.0,34.0,Europe
488,Armenia,1820,7.86,423527.0,34.0,Europe
489,Armenia,1830,7.89,453507.0,34.0,Europe
490,Armenia,1840,7.93,496835.0,34.0,Europe
